Product ID,Category,Name,Brand,Price/RS,Expiry Date,Supplier,supplier ph No:,supplier Email:,Stock Quantity,Block Name,Rack No,Session,Discount%
P189,Ice Creams,Chocolate,Naga,733,06-06-2027,Nova Suppliers,9820650485,novasuppliers@suppliermail.com,204,Frezzer Box,Frezzer Box,Desserts,10
P190,Ice Creams,Strawberry,Fresh Farm,303,28-07-2027,South Agro,9875241723,southagro@suppliermail.com,225,Frezzer Box,Frezzer Box,Desserts,10
P191,Ice Creams,Vanilla,Classic,925,17-04-2027,ABC Traders,9824536562,abctraders@suppliermail.com,466,Frezzer Box,Frezzer Box,Desserts,10
P192,Ice Creams,Vanilla,Classic,374,24-12-2027,South Agro,9876479512,southagro@suppliermail.com,244,Frezzer Box,Frezzer Box,Desserts,10
P193,Chocolates,Dark Chocolate,Amul,500,22-02-2027,City Wholesale,9827997773,citywholesale@suppliermail.com,39,D,9,Happy to Eat,10
P194,Chocolates,Milk Chocolate,Fresh Farm,889,07-05-2027,ABC Traders,9818842541,abctraders@suppliermail.com,437,D,9,Happy to Eat,10
P195,Chocolates,Milk Chocolate,Classic,740,08-08-2027,Fresh Foods,9829595466,freshfoods@suppliermail.com,276,D,9,Happy to Eat,10
P196,Chocolates,Dark Chocolate,Fresh Farm,362,24-03-2027,South Agro,9893803555,southagro@suppliermail.com,256,D,9,Happy to Eat,10
P197,Chocolates,Milk Chocolate,Royal,659,18-06-2027,South Agro,9879745217,southagro@suppliermail.com,378,D,9,Happy to Eat,10
P198,Chocolates,Wafer Chocolate,Fresh Farm,837,23-03-2027,Green Farms,9888180486,greenfarms@suppliermail.com,380,D,9,Happy to Eat,10
P199,Chocolates,Milk Chocolate,SmartBuy,536,01-02-2027,Fresh Foods,9897757930,freshfoods@suppliermail.com,167,D,9,Happy to Eat,10
P200,Chocolates,Milk Chocolate,Aashirvaad,78,16-04-2027,Green Farms,9892281661,greenfarms@suppliermail.com,389,D,9,Happy to Eat,10
P201,Chocolates,Milk Chocolate,Naga,115,21-12-2027,City Wholesale,9865051840,citywholesale@suppliermail.com,386,D,9,Happy to Eat,10
P202,Chocolates,Wafer Chocolate,Classic,506,25-03-2027,ABC Traders,9865498666,abctraders@suppliermail.com,488,D,9,Happy to Eat,10
P203,Chocolates,Milk Chocolate,Classic,924,06-12-2027,City Wholesale,9887382808,citywholesale@suppliermail.com,480,D,9,Happy to Eat,10
P204,Chocolates,Wafer Chocolate,Naga,754,10-12-2027,ABC Traders,9877939490,abctraders@suppliermail.com,463,D,9,Happy to Eat,10
P205,Chocolates,Wafer Chocolate,Fresh Farm,695,14-02-2027,Fresh Foods,9895552553,freshfoods@suppliermail.com,45,D,9,Happy to Eat,10
P206,Chocolates,Dark Chocolate,Daily Choice,262,22-06-2027,Nova Suppliers,9898364281,novasuppliers@suppliermail.com,452,D,9,Happy to Eat,10
P207,Tea,Masala Tea,SmartBuy,820,15-07-2027,South Agro,9888606278,southagro@suppliermail.com,260,E,10,Refresh Drink ,10
P208,Tea,Masala Tea,Premium,489,16-12-2027,City Wholesale,9852196190,citywholesale@suppliermail.com,271,E,10,Refresh Drink ,10
P209,Tea,Masala Tea,Fortune,732,11-08-2027,ABC Traders,9833553389,abctraders@suppliermail.com,313,E,10,Refresh Drink ,10
P210,Tea,Green Tea,Premium,961,20-02-2027,City Wholesale,9843927196,citywholesale@suppliermail.com,390,E,10,Refresh Drink ,10
P211,Tea,Dust Tea,Fortune,679,25-04-2027,Fresh Foods,9888053779,freshfoods@suppliermail.com,182,E,10,Refresh Drink ,10
P212,Tea,Green Tea,Amul,977,05-03-2027,City Wholesale,9873952298,citywholesale@suppliermail.com,352,E,10,Refresh Drink ,10
P213,Tea,Green Tea,SmartBuy,640,20-09-2027,Green Farms,9822854124,greenfarms@suppliermail.com,435,E,10,Refresh Drink ,10
P214,Tea,Dust Tea,Classic,120,01-09-2027,Green Farms,9893792011,greenfarms@suppliermail.com,276,E,10,Refresh Drink ,10
P215,Tea,Masala Tea,SmartBuy,514,18-03-2027,City Wholesale,9850930366,citywholesale@suppliermail.com,122,E,10,Refresh Drink ,10
P216,Tea,Green Tea,Fortune,630,19-03-2027,City Wholesale,9824404992,citywholesale@suppliermail.com,242,E,10,Refresh Drink ,10
P217,Tea,Green Tea,Classic,424,08-05-2027,City Wholesale,9834415985,citywholesale@suppliermail.com,184,E,10,Refresh Drink ,10
P218,Tea,Masala Tea,Daily Choice,561,10-06-2027,ABC Traders,9841366560,abctraders@suppliermail.com,79,E,10,Refresh Drink ,10
P219,Tea,Masala Tea,Daily Choice,63,02-12-2027,Green Farms,9850504164,greenfarms@suppliermail.com,262,E,10,Refresh Drink ,10
P220,Tea,Dust Tea,Fresh Farm,377,28-01-2027,Green Farms,9837737528,greenfarms@suppliermail.com,438,E,10,Refresh Drink ,10
P221,Tea,Masala Tea,Royal,584,08-01-2027,Green Farms,9895804631,greenfarms@suppliermail.com,177,E,10,Refresh Drink ,10
P222,Tea,Masala Tea,Fortune,608,02-02-2027,ABC Traders,9895949009,abctraders@suppliermail.com,321,E,10,Refresh Drink ,10
P223,Coffee,Instant Coffee,Royal,419,27-08-2027,Fresh Foods,9823234895,freshfoods@suppliermail.com,463,E,10,Refresh Drink ,10
P224,Coffee,Premium Coffee,Classic,113,20-02-2027,City Wholesale,9876448747,citywholesale@suppliermail.com,395,E,10,Refresh Drink ,10
P225,Coffee,Instant Coffee,SmartBuy,664,01-03-2027,ABC Traders,9886864079,abctraders@suppliermail.com,41,E,10,Refresh Drink ,10
P226,Coffee,Filter Coffee,Amul,722,05-03-2027,Green Farms,9824427452,greenfarms@suppliermail.com,249,E,10,Refresh Drink ,10
P227,Coffee,Instant Coffee,Premium,720,22-11-2027,City Wholesale,9828485977,citywholesale@suppliermail.com,300,E,10,Refresh Drink ,10
P228,Coffee,Premium Coffee,SmartBuy,266,19-06-2027,ABC Traders,9841913031,abctraders@suppliermail.com,178,E,10,Refresh Drink ,10
P229,Coffee,Instant Coffee,Daily Choice,36,28-03-2027,Nova Suppliers,9864184611,novasuppliers@suppliermail.com,448,E,10,Sweets,10
P230,Sweets,Halwa,Naga,803,27-04-2027,South Agro,9887591514,southagro@suppliermail.com,482,E,10,Sweets,10
P231,Sweets,Jalebi,Fortune,840,01-12-2027,South Agro,9899168316,southagro@suppliermail.com,192,E,10,Sweets,10
P232,Sweets,Mysore Pak,Amul,767,14-12-2027,Fresh Foods,9895496346,freshfoods@suppliermail.com,177,E,10,Sweets,10
P233,Sweets,Mysore Pak,Classic,510,05-02-2027,Fresh Foods,9881973380,freshfoods@suppliermail.com,471,E,10,Sweets,10
P234,Sweets,Mysore Pak,Amul,346,04-12-2027,Fresh Foods,9873787634,freshfoods@suppliermail.com,456,E,10,Sweets,10
P235,Sweets,Mysore Pak,Classic,100,06-01-2027,ABC Traders,9811294298,abctraders@suppliermail.com,250,E,10,Sweets,10
P236,Sweets,Jalebi,Naga,487,08-02-2027,Nova Suppliers,9898799387,novasuppliers@suppliermail.com,47,E,10,Sweets,10
P237,Sweets,Mysore Pak,Naga,679,15-07-2027,Nova Suppliers,9890303389,novasuppliers@suppliermail.com,81,E,10,Sweets,10
P238,Sweets,Mysore Pak,Classic,931,20-04-2027,Green Farms,9898462659,greenfarms@suppliermail.com,428,E,10,Sweets,10
P239,Sweets,Jalebi,Amul,556,12-08-2027,Fresh Foods,9818679362,freshfoods@suppliermail.com,366,E,10,Sweets,10
P240,Sweets,Laddu,Fresh Farm,370,17-09-2027,South Agro,9895619614,southagro@suppliermail.com,480,E,10,Sweets,10
P241,Sweets,Mysore Pak,Fortune,370,13-06-2027,South Agro,9835801595,southagro@suppliermail.com,64,E,10,Sweets,10
P242,Sweets,Jalebi,Classic,559,02-09-2027,Fresh Foods,9840544225,freshfoods@suppliermail.com,215,E,10,Sweets,10
P243,Bath Items,Bath Sponge,Fresh Farm,448,02-12-2027,Nova Suppliers,9838310006,novasuppliers@suppliermail.com,252,F,11,Self care,10
P244,Bath Items,Bath Sponge,Fresh Farm,459,22-04-2027,South Agro,9876516364,southagro@suppliermail.com,329,F,11,Self care,10
P245,Bath Items,Bath Sponge,Aashirvaad,584,10-04-2027,Nova Suppliers,9872694965,novasuppliers@suppliermail.com,42,F,11,Self care,10
P246,Bath Items,Bath Sponge,Royal,381,18-06-2027,ABC Traders,9881614590,abctraders@suppliermail.com,62,F,11,Self care,10
P247,Bath Items,Bath Sponge,Fortune,416,17-06-2027,Green Farms,9833519329,greenfarms@suppliermail.com,48,F,11,Self care,10
P248,Bath Items,Body Wash,Classic,884,14-12-2027,City Wholesale,9862790669,citywholesale@suppliermail.com,73,F,11,Self care,10
P249,Bath Items,Bath Sponge,Royal,490,21-04-2027,City Wholesale,9867718850,citywholesale@suppliermail.com,497,F,11,Self care,10
P250,Bath Items,Body Wash,Classic,978,07-11-2027,City Wholesale,9884562323,citywholesale@suppliermail.com,174,F,11,Self care,10
P251,Bath Items,Bath Sponge,SmartBuy,509,13-02-2027,Fresh Foods,9893608739,freshfoods@suppliermail.com,49,F,11,Self care,10
P252,Grooming,Face Wash,Fortune,981,11-07-2027,Fresh Foods,9871220457,freshfoods@suppliermail.com,453,F,11,Self care,10
P253,Grooming,Razor,Aashirvaad,672,25-10-2027,ABC Traders,9882273433,abctraders@suppliermail.com,109,F,11,Self care,10
P254,Grooming,Face Wash,SmartBuy,156,09-08-2027,City Wholesale,9858124179,citywholesale@suppliermail.com,33,F,11,Self care,10
P255,Grooming,Razor,Aashirvaad,412,05-09-2027,City Wholesale,9828642920,citywholesale@suppliermail.com,223,F,11,Self care,10
P256,Grooming,Razor,Royal,642,27-01-2027,Green Farms,9898329211,greenfarms@suppliermail.com,420,F,11,Self care,10
P257,Grooming,Face Wash,Aashirvaad,804,22-06-2027,ABC Traders,9892114876,abctraders@suppliermail.com,364,F,11,Self care,10
P258,Grooming,Face Wash,Royal,183,27-07-2027,ABC Traders,9841129454,abctraders@suppliermail.com,458,F,11,Self care,10
P259,Grooming,Face Wash,Fortune,121,12-12-2027,South Agro,9880131908,southagro@suppliermail.com,156,F,11,Self care,10
P260,Grooming,Face Wash,Classic,450,11-01-2027,ABC Traders,9868398542,abctraders@suppliermail.com,95,F,11,Self care,10
P261,Grooming,Razor,Royal,994,06-08-2027,City Wholesale,9835410202,citywholesale@suppliermail.com,340,F,11,Self care,10
P262,Grooming,Razor,Royal,89,26-01-2027,South Agro,9841697044,southagro@suppliermail.com,111,F,11,Self care,10
P263,Baby Care,Baby Lotion,Classic,200,28-05-2027,ABC Traders,9826942049,abctraders@suppliermail.com,80,F,11,Self care,10
P264,Baby Care,Baby Soap,Daily Choice,968,20-10-2027,ABC Traders,9834509801,abctraders@suppliermail.com,235,F,11,Self care,10
P265,Baby Care,Baby Soap,Premium,686,13-09-2027,Green Farms,9864385959,greenfarms@suppliermail.com,229,F,11,Self care,10
P266,Baby Care,Baby Powder,Naga,119,26-06-2027,South Agro,9859917606,southagro@suppliermail.com,439,F,11,Self care,10
P267,Baby Care,Baby Lotion,Royal,362,23-03-2027,ABC Traders,9881383739,abctraders@suppliermail.com,496,F,11,Self care,10
P268,Baby Care,Baby Lotion,Royal,943,13-10-2027,Green Farms,9852308244,greenfarms@suppliermail.com,74,F,11,Self care,10
P269,Baby Care,Baby Lotion,Premium,952,07-02-2027,ABC Traders,9826769197,abctraders@suppliermail.com,116,F,11,Self care,10
P270,Baby Care,Baby Soap,Royal,395,02-12-2027,ABC Traders,9823808091,abctraders@suppliermail.com,82,F,11,Self care,10
P271,Baby Care,Baby Powder,Daily Choice,989,07-12-2027,City Wholesale,9858452859,citywholesale@suppliermail.com,382,F,11,Self care,10
P272,Baby Care,Baby Lotion,Fresh Farm,141,14-07-2027,ABC Traders,9829829005,abctraders@suppliermail.com,368,F,11,Self care,10
P273,Baby Care,Baby Soap,Naga,938,17-09-2027,Green Farms,9896386255,greenfarms@suppliermail.com,263,F,11,Self care,10
P274,Baby Care,Baby Soap,Fresh Farm,48,03-09-2027,Nova Suppliers,9876291598,novasuppliers@suppliermail.com,87,F,11,Self care,10
P275,Hair Oil,Herbal Hair Oil,Aashirvaad,303,18-11-2027,ABC Traders,9812062638,abctraders@suppliermail.com,360,F,11,Self care,10
P276,Hair Oil,Amla Hair Oil,Amul,417,22-01-2027,Green Farms,9814711317,greenfarms@suppliermail.com,46,F,11,Self care,10
P277,Hair Oil,Amla Hair Oil,Classic,406,22-09-2027,City Wholesale,9819655977,citywholesale@suppliermail.com,269,F,11,Self care,10
P278,Hair Oil,Amla Hair Oil,Aashirvaad,998,07-05-2027,City Wholesale,9838167912,citywholesale@suppliermail.com,262,F,11,Self care,10
P279,Hair Oil,Coconut Hair Oil,Premium,960,09-11-2027,South Agro,9834172224,southagro@suppliermail.com,42,F,11,Self care,10
P280,Hair Oil,Coconut Hair Oil,Classic,900,09-02-2027,Nova Suppliers,9857822921,novasuppliers@suppliermail.com,269,F,11,Self care,10
P281,Hair Oil,Amla Hair Oil,Classic,79,06-06-2027,Green Farms,9824094400,greenfarms@suppliermail.com,82,F,11,Self care,10
P282,Hair Oil,Herbal Hair Oil,Fortune,76,23-07-2027,Nova Suppliers,9814418946,novasuppliers@suppliermail.com,144,F,11,Self care,10
P283,Hair Oil,Herbal Hair Oil,Classic,94,14-08-2027,ABC Traders,9830168749,abctraders@suppliermail.com,477,F,11,Self care,10
P284,Hair Oil,Coconut Hair Oil,Aashirvaad,148,16-08-2027,ABC Traders,9835503595,abctraders@suppliermail.com,322,F,11,Self care,10
P285,Hair Oil,Amla Hair Oil,Daily Choice,995,18-03-2027,ABC Traders,9896282042,abctraders@suppliermail.com,211,F,11,Self care,10
P286,Hair Oil,Amla Hair Oil,Classic,538,04-01-2027,Fresh Foods,9885144828,freshfoods@suppliermail.com,196,F,11,Self care,10
P287,Hair Oil,Herbal Hair Oil,Fortune,669,17-04-2027,City Wholesale,9860850444,citywholesale@suppliermail.com,326,F,11,Self care,10
P288,Hair Oil,Amla Hair Oil,SmartBuy,978,19-07-2027,City Wholesale,9864190936,citywholesale@suppliermail.com,236,F,11,Self care,10
P289,Hair Oil,Herbal Hair Oil,Classic,674,11-05-2027,Nova Suppliers,9858283256,novasuppliers@suppliermail.com,37,F,11,Self care,10
P290,Hair Oil,Coconut Hair Oil,Naga,220,04-11-2027,Fresh Foods,9849383959,freshfoods@suppliermail.com,33,F,11,Self care,10
P291,Hair Oil,Amla Hair Oil,Classic,665,05-05-2027,Green Farms,9815901905,greenfarms@suppliermail.com,375,F,11,Self care,10
P292,Hair Oil,Coconut Hair Oil,Aashirvaad,777,28-02-2027,Nova Suppliers,9882557116,novasuppliers@suppliermail.com,451,F,11,Self care,10
P293,Soaps,Moisturizing Soap,Premium,981,15-07-2027,South Agro,9867484587,southagro@suppliermail.com,43,G,12,Self care,10
P294,Soaps,Moisturizing Soap,Daily Choice,312,23-08-2027,City Wholesale,9865910930,citywholesale@suppliermail.com,238,G,12,Self care,10
P295,Soaps,Moisturizing Soap,Daily Choice,420,25-05-2027,Nova Suppliers,9898390151,novasuppliers@suppliermail.com,276,G,12,Self care,10
P296,Soaps,Herbal Soap,Daily Choice,892,18-09-2027,Fresh Foods,9840056599,freshfoods@suppliermail.com,432,G,12,Self care,10
P297,Soaps,Moisturizing Soap,Naga,51,02-06-2027,ABC Traders,9813854273,abctraders@suppliermail.com,321,G,12,Self care,10
P298,Soaps,Moisturizing Soap,SmartBuy,128,24-03-2027,City Wholesale,9862955043,citywholesale@suppliermail.com,134,G,12,Self care,10
P299,Soaps,Moisturizing Soap,Royal,59,21-07-2027,ABC Traders,9897252740,abctraders@suppliermail.com,182,G,12,Self care,10
P300,Soaps,Herbal Soap,SmartBuy,148,10-02-2027,Nova Suppliers,9835913502,novasuppliers@suppliermail.com,93,G,12,Self care,10
P301,Soaps,Herbal Soap,SmartBuy,162,19-06-2027,Green Farms,9839857123,greenfarms@suppliermail.com,250,G,12,Self care,10
P302,Soaps,Bath Soap,Amul,392,27-09-2027,Fresh Foods,9883382831,freshfoods@suppliermail.com,177,G,12,Self care,10
P303,Soaps,Herbal Soap,Fresh Farm,731,16-04-2027,Nova Suppliers,9865010453,novasuppliers@suppliermail.com,73,G,12,Self care,10
P304,Soaps,Moisturizing Soap,Amul,657,17-01-2027,Nova Suppliers,9838636960,novasuppliers@suppliermail.com,141,G,12,Self care,10
P305,Soaps,Herbal Soap,Fortune,645,11-11-2027,ABC Traders,9836950465,abctraders@suppliermail.com,28,G,12,Self care,10
P306,Skin Care,Moisturizer,Classic,506,08-07-2027,Fresh Foods,9890953245,freshfoods@suppliermail.com,79,G,12,Self care,10
P307,Skin Care,Moisturizer,Royal,845,21-04-2027,Green Farms,9841896719,greenfarms@suppliermail.com,292,G,12,Self care,10
P308,Skin Care,Face Cream,Naga,140,17-02-2027,ABC Traders,9818112194,abctraders@suppliermail.com,496,G,12,Self care,10
P309,Skin Care,Moisturizer,Premium,710,12-11-2027,City Wholesale,9873105769,citywholesale@suppliermail.com,209,G,12,Self care,10
P310,Skin Care,Face Cream,Premium,283,14-10-2027,South Agro,9852071235,southagro@suppliermail.com,305,G,12,Self care,10
P311,Skin Care,Moisturizer,Naga,377,25-09-2027,ABC Traders,9833962819,abctraders@suppliermail.com,284,G,12,Self care,10
P312,Skin Care,Moisturizer,Amul,184,18-04-2027,ABC Traders,9849182892,abctraders@suppliermail.com,148,G,12,Self care,10
P313,Skin Care,Face Cream,Classic,990,08-07-2027,Nova Suppliers,9849987579,novasuppliers@suppliermail.com,205,G,12,Self care,10
P314,Skin Care,Face Cream,Amul,276,13-10-2027,City Wholesale,9824619059,citywholesale@suppliermail.com,346,G,12,Self care,10
P315,Skin Care,Face Cream,Fortune,941,09-02-2027,Fresh Foods,9875400083,freshfoods@suppliermail.com,312,G,12,Self care,10
P316,Skin Care,Moisturizer,SmartBuy,722,06-03-2027,Green Farms,9824667026,greenfarms@suppliermail.com,32,G,12,Self care,10
P317,Skin Care,Moisturizer,Premium,934,13-03-2027,City Wholesale,9834994846,citywholesale@suppliermail.com,254,G,12,Self care,10
P318,Skin Care,Sunscreen,Amul,346,04-02-2027,Fresh Foods,9889663944,freshfoods@suppliermail.com,28,G,12,Self care,10
P319,Skin Care,Moisturizer,Classic,116,16-10-2027,City Wholesale,9857985718,citywholesale@suppliermail.com,217,G,12,Self care,10
P320,Skin Care,Sunscreen,Fortune,930,22-08-2027,City Wholesale,9855493604,citywholesale@suppliermail.com,379,G,12,Self care,10
P321,Skin Care,Sunscreen,Naga,131,22-07-2027,South Agro,9851718226,southagro@suppliermail.com,369,G,12,Self care,10
P322,Fragrances,Body Mist,Aashirvaad,222,22-04-2027,Green Farms,9884871801,greenfarms@suppliermail.com,453,G,12,Self care,10
P323,Fragrances,Body Mist,Classic,912,26-06-2027,Green Farms,9870020294,greenfarms@suppliermail.com,366,G,12,Self care,10
P324,Fragrances,Deodorant,Aashirvaad,159,14-09-2027,City Wholesale,9812045885,citywholesale@suppliermail.com,30,G,12,Self care,10
P325,Fragrances,Deodorant,Classic,773,10-03-2027,City Wholesale,9831203386,citywholesale@suppliermail.com,246,G,12,Self care,10
P326,Fragrances,Deodorant,Daily Choice,486,20-09-2027,City Wholesale,9824966171,citywholesale@suppliermail.com,198,G,12,Self care,10
P327,Fragrances,Deodorant,Royal,674,18-12-2027,ABC Traders,9844916000,abctraders@suppliermail.com,207,G,12,Self care,10
P328,Fragrances,Perfume,Daily Choice,965,28-08-2027,South Agro,9882762300,southagro@suppliermail.com,55,G,12,Self care,10
P329,Fragrances,Deodorant,Royal,403,26-08-2027,Green Farms,9891674798,greenfarms@suppliermail.com,32,G,12,Self care,10
P330,Fragrances,Body Mist,Royal,72,04-11-2027,Fresh Foods,9877071610,freshfoods@suppliermail.com,217,G,12,Self care,10
P331,Fragrances,Deodorant,Daily Choice,848,25-10-2027,Fresh Foods,9868110644,freshfoods@suppliermail.com,216,G,12,Self care,10
P332,Fragrances,Perfume,Classic,604,17-04-2027,City Wholesale,9884722530,citywholesale@suppliermail.com,369,G,12,Self care,10
P333,Fragrances,Deodorant,Daily Choice,739,04-08-2027,City Wholesale,9848017033,citywholesale@suppliermail.com,142,G,12,Self care,10
P334,Fragrances,Body Mist,Royal,387,13-10-2027,ABC Traders,9887508869,abctraders@suppliermail.com,44,G,12,Self care,10
P335,Detergent Wash,Liquid Detergent,Fresh Farm,988,19-04-2027,Fresh Foods,9874206195,freshfoods@suppliermail.com,211,G,12,Self care,10
P336,Detergent Wash,Detergent Powder,Royal,327,16-12-2027,Green Farms,9884117816,greenfarms@suppliermail.com,346,G,12,Cleaning,10
P337,Detergent Wash,Liquid Detergent,Daily Choice,612,10-01-2027,Nova Suppliers,9892945934,novasuppliers@suppliermail.com,351,G,12,Cleaning,10
P338,Detergent Wash,Liquid Detergent,Aashirvaad,307,14-03-2027,ABC Traders,9812070160,abctraders@suppliermail.com,80,G,12,Cleaning,10
P339,Detergent Wash,Detergent Powder,Royal,523,04-02-2027,South Agro,9813047983,southagro@suppliermail.com,231,G,12,Cleaning,10
P340,Detergent Wash,Liquid Detergent,Fortune,369,14-02-2027,Green Farms,9816672883,greenfarms@suppliermail.com,446,G,12,Cleaning,10
P341,Detergent Wash,Liquid Detergent,Amul,218,24-01-2027,Nova Suppliers,9814872421,novasuppliers@suppliermail.com,435,G,12,Cleaning,10
P342,Detergent Wash,Liquid Detergent,Aashirvaad,799,10-10-2027,City Wholesale,9870098581,citywholesale@suppliermail.com,285,G,12,Cleaning,10
P343,Detergent Wash,Liquid Detergent,Amul,874,13-08-2027,South Agro,9862474222,southagro@suppliermail.com,209,G,12,Cleaning,10
P344,Detergent Wash,Liquid Detergent,Fortune,552,09-08-2027,City Wholesale,9848751074,citywholesale@suppliermail.com,52,G,12,Cleaning,10
P345,Detergent Wash,Detergent Powder,Daily Choice,365,03-01-2027,City Wholesale,9880419950,citywholesale@suppliermail.com,466,G,12,Cleaning,10
P346,Detergent Wash,Liquid Detergent,Classic,375,08-11-2027,ABC Traders,9868341710,abctraders@suppliermail.com,363,G,12,Cleaning,10
P347,Detergent Wash,Liquid Detergent,Amul,547,21-02-2027,Green Farms,9844501573,greenfarms@suppliermail.com,100,G,12,Cleaning,10
P348,Detergent Soaps,Washing Bar,Aashirvaad,930,16-08-2027,Fresh Foods,9884300476,freshfoods@suppliermail.com,300,G,12,Cleaning,10
P349,Detergent Soaps,Laundry Soap,Amul,105,21-12-2027,Green Farms,9826785522,greenfarms@suppliermail.com,460,G,12,Cleaning,10
P350,Detergent Soaps,Laundry Soap,Aashirvaad,778,18-03-2027,Nova Suppliers,9851963394,novasuppliers@suppliermail.com,92,G,12,Cleaning,10
P351,Detergent Soaps,Washing Bar,Daily Choice,98,25-09-2027,South Agro,9833359800,southagro@suppliermail.com,365,G,12,Cleaning,10
P352,Detergent Soaps,Laundry Soap,Classic,587,21-06-2027,City Wholesale,9816415085,citywholesale@suppliermail.com,255,G,12,Cleaning,10
P353,Detergent Soaps,Washing Bar,SmartBuy,22,22-04-2027,City Wholesale,9865306598,citywholesale@suppliermail.com,30,G,12,Cleaning,10
P354,Detergent Soaps,Laundry Soap,Fresh Farm,386,27-10-2027,South Agro,9872708288,southagro@suppliermail.com,364,G,12,Cleaning,10
P355,Detergent Soaps,Laundry Soap,Classic,607,05-09-2027,City Wholesale,9896872158,citywholesale@suppliermail.com,55,G,12,Cleaning,10
P356,Detergent Soaps,Laundry Soap,Amul,597,25-06-2027,Green Farms,9883817463,greenfarms@suppliermail.com,450,G,12,Cleaning,10
P357,Detergent Soaps,Laundry Soap,Premium,406,14-07-2027,ABC Traders,9845913122,abctraders@suppliermail.com,199,G,12,Cleaning,10
P358,Detergent Soaps,Laundry Soap,Naga,592,07-01-2027,Fresh Foods,9845020454,freshfoods@suppliermail.com,104,G,12,Cleaning,10
P359,Detergent Soaps,Laundry Soap,SmartBuy,175,13-01-2027,Green Farms,9879882904,greenfarms@suppliermail.com,490,G,12,Cleaning,10
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
 ,,,,,,,,,,,,,
